TIPO	CODIGO	UD	DESCRIPCION CORTA	PADRE	CRITERIO	DESGLOSE	DESCRIPCION LARGA	PRECIO/UNIDAD
PARTIDA	12.01.95	ud	MaquinaFrio2S: 4172 kg/ud	12.01			Equipo de aire acondicionado, sistema aire-aire split 1x1, para gas R-410A, bomba de calor, alimentación monofásica (230V/50Hz), potencia frigorífica nominal 2,5 kW (temperatura de bulbo seco en el interior 27°C, temperatura de bulbo húmedo en el interior 19°C, temperatura de bulbo seco en el exterior 35°C, temperatura de bulbo húmedo en el exterior 24°C), potencia calorífica nominal 3,2 kW (temperatura de bulbo seco en el interior 20°C, temperatura de bulbo húmedo en el exterior 6°C), SEER = 7,1 (clase A++), SCOP = 5,3 (clase A+++), EER = 4,03 (clase A), COP = 4 (clase A), formado por una unidad interior de pared de 294x798x229 mm, nivel sonoro (velocidad ultra baja) 21 dBA, caudal de aire (velocidad ultra alta) 474 m³/h, con filtro alergénico, filtro desodorizante fotocatalítico y control inalámbrico, con programador semanal, modelo Weekly Timer, y una unidad exterior de 540x780x290 mm, nivel sonoro 48 dBA y caudal de aire 1926 m³/h, con control de condensación y posibilidad de integración en un sistema domótico o control Wi-Fi a través de una pasarela. Incluso elementos antivibratorios y soportes de pared para apoyo de la unidad exterior. El precio no incluye la canalización ni el cableado eléctrico de alimentación.	1061,98
PARTIDA	12.01.96	ud	MaquinaFrio2SFrontales: MaquinaFrio2SFrontales	12.01			Equipo de aire acondicionado, sistema aire-aire split 1x1, para gas R-410A, bomba de calor, alimentación monofásica (230V/50Hz), potencia frigorífica nominal 2,5 kW (temperatura de bulbo seco en el interior 27°C, temperatura de bulbo húmedo en el interior 19°C, temperatura de bulbo seco en el exterior 35°C, temperatura de bulbo húmedo en el exterior 24°C), potencia calorífica nominal 3,2 kW (temperatura de bulbo seco en el interior 20°C, temperatura de bulbo húmedo en el exterior 6°C), SEER = 7,1 (clase A++), SCOP = 5,3 (clase A+++), EER = 4,03 (clase A), COP = 4 (clase A), formado por una unidad interior de pared de 294x798x229 mm, nivel sonoro (velocidad ultra baja) 21 dBA, caudal de aire (velocidad ultra alta) 474 m³/h, con filtro alergénico, filtro desodorizante fotocatalítico y control inalámbrico, con programador semanal, modelo Weekly Timer, y una unidad exterior de 540x780x290 mm, nivel sonoro 48 dBA y caudal de aire 1926 m³/h, con control de condensación y posibilidad de integración en un sistema domótico o control Wi-Fi a través de una pasarela. Incluso elementos antivibratorios y soportes de pared para apoyo de la unidad exterior. El precio no incluye la canalización ni el cableado eléctrico de alimentación.	1784,52
PARTIDA	12.01.97	ud	MaquinaFrio3S: 9020 kg/ud	12.01			Equipo de aire acondicionado, sistema aire-aire split 1x1, para gas R-410A, bomba de calor, alimentación monofásica (230V/50Hz), potencia frigorífica nominal 2,5 kW (temperatura de bulbo seco en el interior 27°C, temperatura de bulbo húmedo en el interior 19°C, temperatura de bulbo seco en el exterior 35°C, temperatura de bulbo húmedo en el exterior 24°C), potencia calorífica nominal 3,2 kW (temperatura de bulbo seco en el interior 20°C, temperatura de bulbo húmedo en el exterior 6°C), SEER = 7,1 (clase A++), SCOP = 5,3 (clase A+++), EER = 4,03 (clase A), COP = 4 (clase A), formado por una unidad interior de pared de 294x798x229 mm, nivel sonoro (velocidad ultra baja) 21 dBA, caudal de aire (velocidad ultra alta) 474 m³/h, con filtro alergénico, filtro desodorizante fotocatalítico y control inalámbrico, con programador semanal, modelo Weekly Timer, y una unidad exterior de 540x780x290 mm, nivel sonoro 48 dBA y caudal de aire 1926 m³/h, con control de condensación y posibilidad de integración en un sistema domótico o control Wi-Fi a través de una pasarela. Incluso elementos antivibratorios y soportes de pared para apoyo de la unidad exterior. El precio no incluye la canalización ni el cableado eléctrico de alimentación.	2501,54
PARTIDA	12.01.98	ud	RecuperadorCalor 2SR2SC: 1.5x1.2x0.4 m	12.01			Recuperador de calor aire-aire, con intercambiador de flujo cruzado, caudal máximo de 450 m³/h, eficiencia sensible 50,7%, para montaje horizontal dimensiones 600x600x310 mm y nivel de presión sonora de 36 dBA en campo libre a 1,5 m.	1730,22
PARTIDA	12.01.99	ud	RecuperadorCalor 4SC: 1.5x0.80x0.4	12.01			Recuperador de calor aire-aire, con intercambiador de flujo cruzado, caudal máximo de 450 m³/h, eficiencia sensible 50,7%, para montaje horizontal dimensiones 600x600x310 mm y nivel de presión sonora de 36 dBA en campo libre a 1,5 m.	1835,62
PARTIDA	12.01.100	ud	RecuperadorCalor 4SC: 1.5x1.0x0.4	12.01			Recuperador de calor aire-aire, con intercambiador de flujo cruzado, caudal máximo de 450 m³/h, eficiencia sensible 50,7%, para montaje horizontal dimensiones 600x600x310 mm y nivel de presión sonora de 36 dBA en campo libre a 1,5 m.	2051,22
PARTIDA	12.01.101	ud	RecuperadorCalor 4SC: 1.5x1.5x0.4	12.01			Recuperador de calor aire-aire, con intercambiador de flujo cruzado, caudal máximo de 450 m³/h, eficiencia sensible 50,7%, para montaje horizontal dimensiones 600x600x310 mm y nivel de presión sonora de 36 dBA en campo libre a 1,5 m.	2510,36
PARTIDA	12.01.102	ud	RecuperadorCalor 4SC: 1.5x1.6x0.4	12.01			Recuperador de calor aire-aire, con intercambiador de flujo cruzado, caudal máximo de 450 m³/h, eficiencia sensible 50,7%, para montaje horizontal dimensiones 600x600x310 mm y nivel de presión sonora de 36 dBA en campo libre a 1,5 m.	2564,21
PARTIDA	12.01.103	ud	RecuperadorCalor 4SC: 1.35x0.65x0.4	12.01			Recuperador de calor aire-aire, con intercambiador de flujo cruzado, caudal máximo de 450 m³/h, eficiencia sensible 50,7%, para montaje horizontal dimensiones 600x600x310 mm y nivel de presión sonora de 36 dBA en campo libre a 1,5 m.	2685,32
PARTIDA	12.01.104	ud	ReguladorCaudalVariable: TVJD 300x200	12.01			Regulador circular electrónico de caudal de aire variable con gama de diferencias de presión de 20 a 1000 Pa, con potenciómetros de ajuste, ajuste del caudal entre un valor mínimo y un valor máximo, carcasa y accesorios de chapa de acero galvanizado, compuerta de chapa de acero tubos del sensor de aluminio. Incluso accesorios de montaje y elementos de fijación.	721,08
PARTIDA	12.01.105	ud	ReguladorCaudalVariable: TVJD 500x300	12.01			Regulador circular electrónico de caudal de aire variable con gama de diferencias de presión de 20 a 1000 Pa, con potenciómetros de ajuste, ajuste del caudal entre un valor mínimo y un valor máximo, carcasa y accesorios de chapa de acero galvanizado, compuerta de chapa de acero tubos del sensor de aluminio. Incluso accesorios de montaje y elementos de fijación.	2396,64
PARTIDA	12.01.106	ud	ReguladorCaudalVariable: TVJD 700x300	12.01			Regulador circular electrónico de caudal de aire variable con gama de diferencias de presión de 20 a 1000 Pa, con potenciómetros de ajuste, ajuste del caudal entre un valor mínimo y un valor máximo, carcasa y accesorios de chapa de acero galvanizado, compuerta de chapa de acero tubos del sensor de aluminio. Incluso accesorios de montaje y elementos de fijación.	2634,43
PARTIDA	12.01.107	ud	Silenciador: 1000x300x200	12.01			Silenciador de celdillas con diseño higiénico y celdillas de ahorro energético integradas, con 5 celdillas de lana mineral, no combustible según DIN 4102 A2, protegidas con tejido de seda de vidrio, marco de perfil favorable al flujo de aire (radio > 15 mm), de 100 mm de espesor, separadas 100 mm, con carcasa de chapa de acero galvanizado. Incluso accesorios de montaje y elementos de fijación.	589,86
PARTIDA	12.01.108	ud	Silenciador: 1500x400x200	12.01			Silenciador de celdillas con diseño higiénico y celdillas de ahorro energético integradas, con 5 celdillas de lana mineral, no combustible según DIN 4102 A2, protegidas con tejido de seda de vidrio, marco de perfil favorable al flujo de aire (radio > 15 mm), de 100 mm de espesor, separadas 100 mm, con carcasa de chapa de acero galvanizado. Incluso accesorios de montaje y elementos de fijación.	741,23
PARTIDA	12.01.109	ud	Silenciador: 1500x600x400	12.01			Silenciador de celdillas con diseño higiénico y celdillas de ahorro energético integradas, con 5 celdillas de lana mineral, no combustible según DIN 4102 A2, protegidas con tejido de seda de vidrio, marco de perfil favorable al flujo de aire (radio > 15 mm), de 100 mm de espesor, separadas 100 mm, con carcasa de chapa de acero galvanizado. Incluso accesorios de montaje y elementos de fijación.	854,36
PARTIDA	12.01.110	ud	Silenciador: 1500x800x400	12.01			Silenciador de celdillas con diseño higiénico y celdillas de ahorro energético integradas, con 5 celdillas de lana mineral, no combustible según DIN 4102 A2, protegidas con tejido de seda de vidrio, marco de perfil favorable al flujo de aire (radio > 15 mm), de 100 mm de espesor, separadas 100 mm, con carcasa de chapa de acero galvanizado. Incluso accesorios de montaje y elementos de fijación.	993,62
PARTIDA	12.01.111	ud	Silenciador: 1500x800x500	12.01			Silenciador de celdillas con diseño higiénico y celdillas de ahorro energético integradas, con 5 celdillas de lana mineral, no combustible según DIN 4102 A2, protegidas con tejido de seda de vidrio, marco de perfil favorable al flujo de aire (radio > 15 mm), de 100 mm de espesor, separadas 100 mm, con carcasa de chapa de acero galvanizado. Incluso accesorios de montaje y elementos de fijación.	1145,26
PARTIDA	12.01.112	ud	TorreRefrigeracion	12.01			?	50
PARTIDA	12.01.113	ud	UE-A2	12.01			?	50
PARTIDA	12.01.114	ud	UE-COC: 1	12.01			?	50
PARTIDA	12.01.115	ud	UE-COC: 2	12.01			?	50
PARTIDA	12.01.116	ud	UE-G1	12.01			?	50
PARTIDA	12.01.117	ud	UTA Modelo1: UTA Atrio/Vest	12.01			Unidad de tratamiento de aire, modelo TKM-50/1 "TROX", tamaño 1.	4439,21
PARTIDA	12.01.118	ud	UTA Modelo1: UTA Cocina	12.01			Unidad de tratamiento de aire, modelo TKM-50/1 "TROX", tamaño 1.	4439,21
PARTIDA	12.01.119	ud	UTA Modelo1: UTA Comedor	12.01			Unidad de tratamiento de aire, modelo TKM-50/1 "TROX", tamaño 1.	4439,21
PARTIDA	12.01.120	ud	UTA Modelo1: UTA Gimnasio	12.01			Unidad de tratamiento de aire, modelo TKM-50/1 "TROX", tamaño 1.	4439,21
PARTIDA	12.01.121	ud	UTA Modelo2: UTA 1	12.01			Unidad de tratamiento de aire, modelo TKM-50/1 "TROX", tamaño 1.	4439,21
PARTIDA	12.01.122	ud	UTA Modelo2: UTA 2	12.01			Unidad de tratamiento de aire, modelo TKM-50/1 "TROX", tamaño 1.	4439,21
PARTIDA	12.01.123	ud	UTA Modelo2: UTA 3	12.01			Unidad de tratamiento de aire, modelo TKM-50/1 "TROX", tamaño 1.	4439,21
PARTIDA	12.01.124	ud	UTA Modelo2: UTA 4	12.01			Unidad de tratamiento de aire, modelo TKM-50/1 "TROX", tamaño 1.	4439,21
PARTIDA	12.01.125	ud	Ventilador	12.01			Ventilador helicoidal mural con hélice de plástico reforzada con fibra de vidrio, motor para alimentación monofásica a 230 V y 50 Hz de frecuencia, con protección térmica, aislamiento clase F, grado de protección IP65 y caja de bornes ignífuga con condensador, de 2500 r.p.m., potencia absorbida 0,25 kW, caudal máximo 2160 m³/h, nivel de presión sonora 65 dBA. Incluso accesorios y elementos de fijación.	485,23
PARTIDA	12.01.126	ud	VentiladorAporte: 5800	12.01			Ventilador helicoidal mural con hélice de plástico reforzada con fibra de vidrio y motor para alimentación monofásica.	472,88
PARTIDA	12.01.127	ud	VentiladorAporte: 8200	12.01			Ventilador helicoidal mural con hélice de plástico reforzada con fibra de vidrio y motor para alimentación monofásica.	495,23
PARTIDA	12.01.128	ud	VentiladorAporte: Presurizacion	12.01			Ventilador helicoidal mural con hélice de plástico reforzada con fibra de vidrio y motor para alimentación monofásica.	502,33
PARTIDA	12.01.129	ud	Bomba de condensación FanCoil	12.01			Estación elevadora para evacuación de condensados, con depósito de 2,65 litros, alimentación monofásica a 230 V, consumo de la bomba 75 W, nivel sonoro 47 dBA, protección IP20, cable de alimentación de 1,7 m con enchufe, cable para conexión de alarma de 1,7 m, manguera flexible de descarga de 5 m, adaptador de entrada de 19, 32 y 40 mm de diámetro y tornillos para colocación en pared.	97,29
PARTIDA	12.01.130	ud	Extractor 12500 m3/h	12.01			Extractor para baño formado por ventilador helicoidal extraplano, , color blanco, motor para alimentación monofásica a 230 V y 50 Hz de frecuencia. Incluso accesorios y elementos de fijación.	8521,51
CAPITULO	12.02		12.02 DISTRIBUCIÓN	12				
PARTIDA	12.02.01	m	Sistema de conductos de aire viciado	12.02			Incluidas uniones de conductos y conductos flexibles	55,85
PARTIDA	12.02.02	m	Sistema de conductos de aire de retorno de cocina	12.02			Incluidas uniones de conductos y conductos flexibles	55,85
PARTIDA	12.02.03	m	Sistema de conductos de suministro de aire 	12.02			Incluidas uniones de conductos y conductos flexibles	55,85
PARTIDA	12.02.04	m	Sistema de conductos de aire viciado de chimenea	12.02			?	55,85
PARTIDA	12.02.05	m	Sistema de conductos de suministro de ventilación natural 	12.02			?	55,85
PARTIDA	12.02.06	m	Sistema de conductos de suministro de aire a cocina	12.02			Incluidas uniones de conductos y conductos flexibles	55,85
CAPITULO	12.03		12.03 INSTALACIÓN	12				
PARTIDA	12.03.01	m	Instalación de tubos de detección de C02	12.03			Incluidas uniones de tubo	15,55
PARTIDA	12.03.02	m	Instalación de tuberias de agua caliente sanitaria para climatización 	12.03			Incluidas uniones de tuberías y accesorios	25,68
PARTIDA	12.03.03	m	Instalación de tuberias de agua fría sanitaria para climatización 	12.03			Incluidas uniones de tuberías y accesorios	25,68
PARTIDA	12.03.04	m	Instalación de tuberias de suministro hidrónico para climatización 	12.03			Incluidas uniones de tuberías y accesorios	26,88
PARTIDA	12.03.05	m	Instalación de tuberias de retorno hidrónico para climatización 	12.03			Incluidas uniones de tuberías y accesorios	26,88
PARTIDA	12.03.06	m	Instalación de red de saneamiento para condensación de climatización	12.03			?	18,63
CAPITULO	12.04		12.04 TERMINALES DE AIRE	12				
PARTIDA	12.04.01	ud	Rejilla Empotrada Extraccion: 50	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	75,23
PARTIDA	12.04.02	ud	Rejilla Empotrada Extraccion: 100	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	81,67
PARTIDA	12.04.03	ud	Rejilla Empotrada Extraccion: 150	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	82,52
PARTIDA	12.04.04	ud	Rejilla Empotrada Extraccion: 250	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	83,33
PARTIDA	12.04.05	ud	Rejilla Empotrada Extraccion: 500	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	84,32
PARTIDA	12.04.06	ud	Rejilla Empotrada Extraccion: 600	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	85,45
PARTIDA	12.04.07	ud	Rejilla Empotrada Extraccion: 800x300	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	95,88
PARTIDA	12.04.08	ud	Rejilla Empotrada Suministro: 150	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	86,66
PARTIDA	12.04.09	ud	Rejilla Empotrada Suministro: 250	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	90,69
PARTIDA	12.04.10	ud	Rejilla Empotrada Suministro: 400	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	93,23
PARTIDA	12.04.11	ud	Rejilla Empotrada Suministro: 525x525	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	95,55
PARTIDA	12.04.12	ud	Rejilla Empotrada Suministro: 600	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	96,26
PARTIDA	12.04.13	ud	Rejilla Empotrada Suministro: 800x300	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	106,45
PARTIDA	12.04.14	ud	 Campana DosConductos: 4.4x2.2 m	12.04			Extraplana con 1 motor de aspiración, con tramo de conexión de tubo flexible de aluminio a conducto de extracción para salida de humos. Incluso elementos de fijación	139,74
PARTIDA	12.04.15	ud	 Campana UnConducto: 5.4x1.2 m	12.04			Extraplana con 2 motores de aspiración, con tramo de conexión de tubo flexible de aluminio a conducto de extracción para salida de humos. Incluso elementos de fijación	125,79
PARTIDA	12.04.16	ud	 Difusor Lineal: M100-1200x100x50	12.04			Difusor lineal de aluminio extruido, con 1 ranura, anodizado color natural E6-C-0, con junta de estanqueidad de caucho, con marco perimetral para montaje en techo modular, plenum con sujeción por grapas. Incluso accesorios de montaje y elementos de fijación.	204,69
PARTIDA	12.04.17	ud	 Difusor Lineal: M105-1200x100x50	12.04			Difusor lineal de aluminio extruido, con 1 ranura, anodizado color natural E6-C-0, con junta de estanqueidad de caucho, con marco perimetral para montaje en techo modular, plenum con sujeción por grapas. Incluso accesorios de montaje y elementos de fijación.	205,05
PARTIDA	12.04.18	ud	 Difusor Lineal: M120-1200x100x50	12.04			Difusor lineal de aluminio extruido, con 1 ranura, anodizado color natural E6-C-0, con junta de estanqueidad de caucho, con marco perimetral para montaje en techo modular, plenum con sujeción por grapas. Incluso accesorios de montaje y elementos de fijación.	207,51
PARTIDA	12.04.19	ud	 Difusor Lineal: M150-1200x100x50	12.04			Difusor lineal de aluminio extruido, con 1 ranura, anodizado color natural E6-C-0, con junta de estanqueidad de caucho, con marco perimetral para montaje en techo modular, plenum con sujeción por grapas. Incluso accesorios de montaje y elementos de fijación.	208,44
PARTIDA	12.04.20	ud	 Difusor Lineal: M160-1000x150x50	12.04			Difusor lineal de aluminio extruido, con 1 ranura, anodizado color natural E6-C-0, con junta de estanqueidad de caucho, con marco perimetral para montaje en techo modular, plenum con sujeción por grapas. Incluso accesorios de montaje y elementos de fijación.	210,56
PARTIDA	12.04.21	ud	 Difusor Lineal: M160-1200x150x50	12.04			Difusor lineal de aluminio extruido, con 1 ranura, anodizado color natural E6-C-0, con junta de estanqueidad de caucho, con marco perimetral para montaje en techo modular, plenum con sujeción por grapas. Incluso accesorios de montaje y elementos de fijación.	215,66
PARTIDA	12.04.22	ud	 Difusor Lineal: M210-1000x150x50	12.04			Difusor lineal de aluminio extruido, con 1 ranura, anodizado color natural E6-C-0, con junta de estanqueidad de caucho, con marco perimetral para montaje en techo modular, plenum con sujeción por grapas. Incluso accesorios de montaje y elementos de fijación.	217,55
PARTIDA	12.04.23	ud	 Difusor Lineal: M210-1200x150x50	12.04			Difusor lineal de aluminio extruido, con 1 ranura, anodizado color natural E6-C-0, con junta de estanqueidad de caucho, con marco perimetral para montaje en techo modular, plenum con sujeción por grapas. Incluso accesorios de montaje y elementos de fijación.	217,89
PARTIDA	12.04.24	ud	 Difusor Lineal: M293-1200x150x50	12.04			Difusor lineal de aluminio extruido, con 1 ranura, anodizado color natural E6-C-0, con junta de estanqueidad de caucho, con marco perimetral para montaje en techo modular, plenum con sujeción por grapas. Incluso accesorios de montaje y elementos de fijación.	218,63
PARTIDA	12.04.25	ud	 Difusor Lineal: M315-1000x150x50	12.04			Difusor lineal de aluminio extruido, con 1 ranura, anodizado color natural E6-C-0, con junta de estanqueidad de caucho, con marco perimetral para montaje en techo modular, plenum con sujeción por grapas. Incluso accesorios de montaje y elementos de fijación.	218,99
PARTIDA	12.04.26	ud	 Difusor Lineal: M315-1200x150x50	12.04			Difusor lineal de aluminio extruido, con 1 ranura, anodizado color natural E6-C-0, con junta de estanqueidad de caucho, con marco perimetral para montaje en techo modular, plenum con sujeción por grapas. Incluso accesorios de montaje y elementos de fijación.	219,03
PARTIDA	12.04.27	ud	 Difusor Lineal: M725-1200x250x50	12.04			Difusor lineal de aluminio extruido, con 1 ranura, anodizado color natural E6-C-0, con junta de estanqueidad de caucho, con marco perimetral para montaje en techo modular, plenum con sujeción por grapas. Incluso accesorios de montaje y elementos de fijación.	219,44
PARTIDA	12.04.28	ud	 Difusor Rotacional: M315	12.04			Difusor rotacional de deflectores fijos con placa frontal circular, con plenum de conexión horizontal de chapa de acero galvanizado, pintado en color RAL 9010, para instalar en alturas de hasta 4 m. Incluso accesorios de montaje y elementos de fijación.	236,55
PARTIDA	12.04.29	ud	 Difusor Rotacional: M325	12.04			Difusor rotacional de deflectores fijos con placa frontal circular, con plenum de conexión horizontal de chapa de acero galvanizado, pintado en color RAL 9010, para instalar en alturas de hasta 4 m. Incluso accesorios de montaje y elementos de fijación.	275,63
PARTIDA	12.04.30	ud	 Difusor Rotacional: M370	12.04			Difusor rotacional de deflectores fijos con placa frontal circular, con plenum de conexión horizontal de chapa de acero galvanizado, pintado en color RAL 9010, para instalar en alturas de hasta 4 m. Incluso accesorios de montaje y elementos de fijación.	302,88
PARTIDA	12.04.31	ud	 Difusor Rotacional: M433	12.04			Difusor rotacional de deflectores fijos con placa frontal circular, con plenum de conexión horizontal de chapa de acero galvanizado, pintado en color RAL 9010, para instalar en alturas de hasta 4 m. Incluso accesorios de montaje y elementos de fijación.	332,55
PARTIDA	12.04.32	ud	 Difusor Rotacional: M480	12.04			Difusor rotacional de deflectores fijos con placa frontal circular, con plenum de conexión horizontal de chapa de acero galvanizado, pintado en color RAL 9010, para instalar en alturas de hasta 4 m. Incluso accesorios de montaje y elementos de fijación.	408,65
PARTIDA	12.04.33	ud	 Difusor Rotacional: M500	12.04			Difusor rotacional de deflectores fijos con placa frontal circular, con plenum de conexión horizontal de chapa de acero galvanizado, pintado en color RAL 9010, para instalar en alturas de hasta 4 m. Incluso accesorios de montaje y elementos de fijación.	462,55
PARTIDA	12.04.34	ud	 Difusor Rotacional: M560	12.04			Difusor rotacional de deflectores fijos con placa frontal circular, con plenum de conexión horizontal de chapa de acero galvanizado, pintado en color RAL 9010, para instalar en alturas de hasta 4 m. Incluso accesorios de montaje y elementos de fijación.	512,36
PARTIDA	12.04.35	ud	 Rejilla Circular: 100	12.04			Rejilla circular de aluminio anodizado, con lamas horizontales fijas, salida de aire con inclinación de 15°, modelo AR 637 "ALDER", para conducto de admisión o extracción, para ventilación mecánica.	132,05
PARTIDA	12.04.36	ud	 Rejilla Circular: 150	12.04			Rejilla circular de aluminio anodizado, con lamas horizontales fijas, salida de aire con inclinación de 15°, modelo AR 637 "ALDER", para conducto de admisión o extracción, para ventilación mecánica.	154,56
PARTIDA	12.04.37	ud	 Rejilla Extraccion: 50	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	60,23
PARTIDA	12.04.38	ud	 Rejilla Extraccion: 100	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	66,67
PARTIDA	12.04.39	ud	 Rejilla Extraccion: 150	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	67,52
PARTIDA	12.04.40	ud	 Rejilla Extraccion: 200	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	68,33
PARTIDA	12.04.41	ud	 Rejilla Extraccion: 225x125	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	69,32
PARTIDA	12.04.42	ud	 Rejilla Extraccion: 275	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	70,45
PARTIDA	12.04.43	ud	 Rejilla Extraccion: 300	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	80,88
PARTIDA	12.04.44	ud	 Rejilla Extraccion: 300x100	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	71,66
PARTIDA	12.04.45	ud	 Rejilla Extraccion: 300x150	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	75,69
PARTIDA	12.04.46	ud	 Rejilla Extraccion: 300x200	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	78,23
PARTIDA	12.04.47	ud	 Rejilla Extraccion: 325x125	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	80,55
PARTIDA	12.04.48	ud	 Rejilla Extraccion: 400	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	81,26
PARTIDA	12.04.49	ud	 Rejilla Extraccion: 400x225	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	91,45
PARTIDA	12.04.50	ud	 Rejilla Extraccion: 450x150	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	124,74
PARTIDA	12.04.51	ud	 Rejilla Extraccion: 570 x 270	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	110,79
PARTIDA	12.04.52	ud	 Rejilla Extraccion: 825x325	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	120,33
PARTIDA	12.04.53	ud	 Rejilla Impulsion: 250	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	70,22
PARTIDA	12.04.54	ud	 Rejilla Impulsion: 300	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	75,22
